INFO buildroot.py:348:  Mock Version: 1.4.8
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/dev/pts
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/dev/pts
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/dev/shm
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/dev/shm
DEBUG buildroot.py:479:  kernel version == 4.9.77-ck1
DEBUG util.py:123:  touching file: /mock/cauldron/x86_64/etc/fstab
DEBUG util.py:123:  touching file: /mock/cauldron/x86_64/etc/yum/yum.conf
DEBUG util.py:123:  touching file: /mock/cauldron/x86_64/etc/dnf/dnf.conf
DEBUG util.py:123:  touching file: /mock/cauldron/x86_64/var/log/yum.log
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/var/cache/dnf/
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/bin/mount', '-n', '--bind', '/var/cache/mock/mageia-cauldron-x86_64/dnf_cache/', '/mock/cauldron/x86_64/var/cache/dnf/'] with env {'LANG': 'en_US.UTF-8', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir'} and shell False
DEBUG util.py:617:  Child return code was: 0
DEBUG buildroot.py:142:  rootdir = /mock/cauldron/x86_64
DEBUG buildroot.py:143:  resultdir = mock
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/etc/pki/mock
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/etc/dnf
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', 'd59e29d23fda407f8ab7eb7f7fa25f68', '-D', '/mock/cauldron/x86_64', '-a', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/builddir', '--setenv=LANG=en_US.UTF-8', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=HOSTNAME=mock', '--setenv=TERM=vt100', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '/usr/sbin/userdel', '-r', '-f', 'mockbuild'] with env {'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'SHELL': '/bin/bash', 'HOME': '/builddir', 'LANG': 'en_US.UTF-8', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'PS1': '<mock-chroot> \\s-\\v\\$ '} and shell False
DEBUG util.py:317:  Unsharing. Flags: 134217728
DEBUG util.py:479:  userdel: mockbuild mail spool (/var/spool/mail/mockbuild) not found
DEBUG util.py:617:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', '97f655ac3e6545098eaa91aff2f1c837', '-D', '/mock/cauldron/x86_64', '-a', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/builddir', '--setenv=LANG=en_US.UTF-8', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=HOSTNAME=mock', '--setenv=TERM=vt100', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '/usr/sbin/groupdel', 'mock'] with env {'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'SHELL': '/bin/bash', 'HOME': '/builddir', 'LANG': 'en_US.UTF-8', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'PS1': '<mock-chroot> \\s-\\v\\$ '} and shell False
DEBUG util.py:317:  Unsharing. Flags: 134217728
DEBUG util.py:617:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', 'ce1c22347b57493f80f201075bc00906', '-D', '/mock/cauldron/x86_64', '-a', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/builddir', '--setenv=LANG=en_US.UTF-8', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=HOSTNAME=mock', '--setenv=TERM=vt100', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '/usr/sbin/groupadd', '-g', '135', 'mock'] with env {'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'SHELL': '/bin/bash', 'HOME': '/builddir', 'LANG': 'en_US.UTF-8', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'PS1': '<mock-chroot> \\s-\\v\\$ '} and shell False
DEBUG util.py:317:  Unsharing. Flags: 134217728
DEBUG util.py:617:  Child return code was: 0
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/usr/bin/systemd-nspawn', '-q', '-M', 'c81a2fad06ab43908bb2c54ef7467afa', '-D', '/mock/cauldron/x86_64', '-a', '--setenv=PATH=/usr/bin:/bin:/usr/sbin:/sbin', '--setenv=SHELL=/bin/bash', '--setenv=HOME=/builddir', '--setenv=LANG=en_US.UTF-8', '--setenv=PROMPT_COMMAND=printf "\\033]0;<mock-chroot>\\007"', '--setenv=HOSTNAME=mock', '--setenv=TERM=vt100', '--setenv=PS1=<mock-chroot> \\s-\\v\\$ ', '/usr/sbin/useradd', '-o', '-m', '-u', '1000', '-g', '135', '-d', '/builddir', 'mockbuild'] with env {'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'SHELL': '/bin/bash', 'HOME': '/builddir', 'LANG': 'en_US.UTF-8', 'PROMPT_COMMAND': 'printf "\\033]0;<mock-chroot>\\007"', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'PS1': '<mock-chroot> \\s-\\v\\$ '} and shell False
DEBUG util.py:317:  Unsharing. Flags: 134217728
DEBUG util.py:617:  Child return code was: 0
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/RPMS
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/RPMS
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/SPECS
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/SPECS
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/SRPMS
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/SRPMS
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/SOURCES
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/SOURCES
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/BUILD
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/BUILD
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/BUILDROOT
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/BUILDROOT
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/builddir/build/originals
DEBUG util.py:113:  creating dir: /mock/cauldron/x86_64/builddir/build/originals
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/proc
DEBUG util.py:636:  child environment: None
DEBUG util.py:562:  Executing command: ['/bin/mount', '-n', '-t', 'proc', 'proc', '/mock/cauldron/x86_64/proc'] with env {'LANG': 'en_US.UTF-8', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'HOSTNAME': 'mock', 'TERM': 'vt100', 'SHELL': '/bin/sh', 'HOME': '/builddir'} and shell False
DEBUG util.py:617:  Child return code was: 0
DEBUG util.py:110:  ensuring that dir exists: /mock/cauldron/x86_64/sys
DEBUG util.py:636:  child environment: None
